_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt,check_result
899280952,3/4/2016 21:55:01,1913837078,3/4/2016 21:52:33,false,prodege,1.0,36249024,CAN,ON,North York,99.225.188.40,"{""text"":""You want to go from Roosevelt Island to Union Square on the M96 bus at 10:10am."",""result"":""yes""}",You want to go from Roosevelt Island to Union Square on the M96 bus at 10:10am.,,"inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"direction=Union Square, line=M96, vehicle=bus, departure_time=10:10am, from_stop=Roosevelt Island",reply,i would like to depart *STOP and go to Union Square,
899280952,3/4/2016 23:18:29,1913892691,3/4/2016 22:54:54,false,elite,0.3762,32363453,GBR,N7,Epsom,178.79.176.78,"{""text"":""At the end of the line M96 of the inside Roosevelt Island and Union Square from 10:10am, the bus will pass"",""result"":""yes""}","At the end of the line M96 of the inside Roosevelt Island and Union Square from 10:10am, the bus will pass","/// """" --- Your reply is missing the following information: Union Square, M96, bus, 10:10am, Roosevelt Island /// ""Roosevelt Island from"" --- Your reply is missing the following information: Union Square, M96, bus, 10:10am /// ""Roosevelt Island from"" --- Your reply is missing the following information: Union Square, M96, bus, 10:10am /// ""At the end of the line M96 of the inside Roosevelt Island and Union Sequare from 10:10am, the bus will pass"" --- Your reply is missing the following information: Union Square","inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"direction=Union Square, line=M96, vehicle=bus, departure_time=10:10am, from_stop=Roosevelt Island",reply,i would like to depart *STOP and go to Union Square,
899280952,3/4/2016 23:28:01,1913899723,3/4/2016 23:22:39,false,clixsense,0.4567,31738779,CAN,ON,Toronto,108.175.226.120,"{""text"":""Take the M96 bus at 10:10am from Roosevelt Island direction Union Square."",""result"":""yes""}",Take the M96 bus at 10:10am from Roosevelt Island direction Union Square.,,"inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"direction=Union Square, line=M96, vehicle=bus, departure_time=10:10am, from_stop=Roosevelt Island",reply,i would like to depart *STOP and go to Union Square,
899280953,3/5/2016 17:12:42,1914454384,3/5/2016 17:11:28,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""It will take 24 minutes."",""result"":""yes""}",It will take 24 minutes.,,request(duration),and how long will it take to get there,duration=24 minutes,reply,and how long will it take to get there,
899280953,3/5/2016 18:05:45,1914469798,3/5/2016 18:04:41,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""it will take 24 minutes"",""result"":""yes""}",it will take 24 minutes,,request(duration),and how long will it take to get there,duration=24 minutes,reply,and how long will it take to get there,
899280953,3/7/2016 02:03:27,1915132154,3/7/2016 02:02:12,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""it will take 24 minutes"",""result"":""yes""}",it will take 24 minutes,,request(duration),and how long will it take to get there,duration=24 minutes,reply,and how long will it take to get there,
899280954,3/5/2016 17:17:11,1914455826,3/5/2016 17:15:52,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""It will take 48 minutes."",""result"":""yes""}",It will take 48 minutes.,"/// """" --- Your reply is missing the following information: 48 minutes",request(duration),ask about the time requirement,duration=48 minutes,reply,ask about the time requirement,
899280954,3/5/2016 19:56:11,1914510232,3/5/2016 19:54:17,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""it will take 48 minutes"",""result"":""yes""}",it will take 48 minutes,,request(duration),ask about the time requirement,duration=48 minutes,reply,ask about the time requirement,
899280954,3/7/2016 02:04:21,1915132684,3/7/2016 02:03:28,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""it will take 48 minutes"",""result"":""yes""}",it will take 48 minutes,,request(duration),ask about the time requirement,duration=48 minutes,reply,ask about the time requirement,
899280955,3/7/2016 02:08:33,1915135004,3/7/2016 02:07:14,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""you want to go from bleecker street to bowery in the pm by bus. it will take 16 minutes"",""result"":""yes""}",you want to go from bleecker street to bowery in the pm by bus. it will take 16 minutes,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&request(duration)",i need to find out about a transit schedule i wanna go from *STOP to *STOP wanna know how long it would take and what *VEHICLE that would be on and an alternative for *NUMBER in the *AMPM going to *STOP,"confirm: from_stop=Bleecker Street, to_stop=Bowery, ampm=pm, vehicle=bus; reply: duration=16 minutes",confirm-reply,i need to find out about a transit schedule i wanna go from Bleecker Street to Bowery wanna know how long it would take and what bus that would be on and an alternative for *NUMBER in the evening going to Bowery,
899280955,3/7/2016 16:02:00,1915494795,3/7/2016 15:57:14,false,gifthunterclub,0.6,36117325,USA,FL,Naples,216.177.204.120,"{""text"":""You want the bus route from Bleecker Street to Bowery arriving in 16 minutes at 7 pm"",""result"":""yes""}",You want the bus route from Bleecker Street to Bowery arriving in 16 minutes at 7 pm,"/// ""You want the bus route from Bleeckeer Street to Bowery arriving in 16 minutes at 7 pm"" --- Your reply is missing the following information: Bleecker Street","inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&request(duration)",i need to find out about a transit schedule i wanna go from *STOP to *STOP wanna know how long it would take and what *VEHICLE that would be on and an alternative for *NUMBER in the *AMPM going to *STOP,"confirm: from_stop=Bleecker Street, to_stop=Bowery, ampm=pm, vehicle=bus; reply: duration=16 minutes",confirm-reply,i need to find out about a transit schedule i wanna go from Bleecker Street to Bowery wanna know how long it would take and what bus that would be on and an alternative for *NUMBER in the evening going to Bowery,
899280955,3/7/2016 18:32:56,1915588201,3/7/2016 18:26:49,false,instagc,0.3667,22022926,USA,WA,Seattle,67.161.122.146,"{""text"":""The pm bus from Bleecker Street to Bowery leaves in 16 minutes"",""result"":""yes""}",The pm bus from Bleecker Street to Bowery leaves in 16 minutes,"/// ""The evening bus from Bleecker Street to Bowery leaves in 16 minutes"" --- Your reply is missing the following information: pm /// ""The evening bus from Bleecker Street to Bowery leaves in 16 minutes"" --- Your reply is missing the following information: pm","inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&request(duration)",i need to find out about a transit schedule i wanna go from *STOP to *STOP wanna know how long it would take and what *VEHICLE that would be on and an alternative for *NUMBER in the *AMPM going to *STOP,"confirm: from_stop=Bleecker Street, to_stop=Bowery, ampm=pm, vehicle=bus; reply: duration=16 minutes",confirm-reply,i need to find out about a transit schedule i wanna go from Bleecker Street to Bowery wanna know how long it would take and what bus that would be on and an alternative for *NUMBER in the evening going to Bowery,
899280957,3/5/2016 01:09:00,1913969963,3/5/2016 01:03:56,false,neodev,0.6519,36687139,CAN,ON,North York,99.234.213.142,"{""text"":""Yes, to Roosevelt Island from Herald Square."",""result"":""yes""}","Yes, to Roosevelt Island from Herald Square.","/// """" --- Your reply is missing the following information: Roosevelt Island, Herald Square /// """" --- Your reply is missing the following information: Roosevelt Island, Herald Square /// """" --- Your reply is missing the following information: Roosevelt Island, Herald Square /// """" --- Your reply is missing the following information: Roosevelt Island, Herald Square","inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i am traveling from *STOP to *STOP,"to_stop=Roosevelt Island, from_stop=Herald Square",confirm,i am traveling from Herald Square to Roosevelt Island,
899280957,3/5/2016 01:24:13,1913985856,3/5/2016 01:21:17,false,clixsense,0.5964,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes, from Herald Square to Roosevelt Island."",""result"":""yes""}","Yes, from Herald Square to Roosevelt Island.",,"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i am traveling from *STOP to *STOP,"to_stop=Roosevelt Island, from_stop=Herald Square",confirm,i am traveling from Herald Square to Roosevelt Island,
899280957,3/5/2016 02:17:27,1914010547,3/5/2016 02:15:46,false,instagc,0.4417,34070076,USA,LA,Bossier City,173.217.45.213,"{""text"":""Confirming from Herald Square to Roosevelt Island. "",""result"":""yes""}",Confirming from Herald Square to Roosevelt Island.,"/// """" --- Your reply is missing the following information: Roosevelt Island, Herald Square","inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i am traveling from *STOP to *STOP,"to_stop=Roosevelt Island, from_stop=Herald Square",confirm,i am traveling from Herald Square to Roosevelt Island,
899280958,3/5/2016 17:15:51,1914455423,3/5/2016 17:14:01,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""Taking the j subway from Central Park to Lincoln Center you will arrive at 8:16pm."",""result"":""yes""}",Taking the j subway from Central Park to Lincoln Center you will arrive at 8:16pm.,,"inform(to_stop=""*STREET"")",port authority to *STOP,"departure_time=8:16pm, direction=Lincoln Center, line=J, vehicle=subway, from_stop=Central Park",reply,port authority to Lincoln Center,
899280958,3/5/2016 18:09:51,1914470783,3/5/2016 18:07:28,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""take subway line J at 8:16pm from Central Park to Lincoln Center "",""result"":""yes""}",take subway line J at 8:16pm from Central Park to Lincoln Center,"/// ""subway line J at 8:16pm from Central Park to Lincoln Center "" --- Your reply is too short. Use full, fluent sentences.","inform(to_stop=""*STREET"")",port authority to *STOP,"departure_time=8:16pm, direction=Lincoln Center, line=J, vehicle=subway, from_stop=Central Park",reply,port authority to Lincoln Center,
899280958,3/7/2016 02:04:44,1915132867,3/7/2016 02:02:33,false,instagc,0.419,18672993,CAN,BC,Vancouver,24.87.158.158,"{""text"":""Please use subway J fromn Central Park to Lincoln Center at 8:16pm"",""result"":""yes""}",Please use subway J fromn Central Park to Lincoln Center at 8:16pm,"/// ""Please use "" --- Your reply is missing the following information: 8:16pm, Lincoln Center, J, subway, Central Park /// ""Please use subway"" --- Your reply is missing the following information: 8:16pm, Lincoln Center, J, Central Park /// ""Please use subway "" --- Your reply is missing the following information: 8:16pm, Lincoln Center, J, Central Park /// ""Please use subway J"" --- Your reply is missing the following information: 8:16pm, Lincoln Center, Central Park /// ""Please use subway J fromn "" --- Your reply is missing the following information: 8:16pm, Lincoln Center, Central Park /// ""Please use subway J fromn Central Park"" --- Your reply is missing the following information: 8:16pm, Lincoln Center /// ""Please use subway J fromn Central Park to "" --- Your reply is missing the following information: 8:16pm, Lincoln Center /// ""Please use subway J fromn Central Park to Lincoln Center"" --- Your reply is missing the following information: 8:16pm /// ""Please use subway J fromn Central Park to Lincoln Center @"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Please use subway J fromn Central Park to Lincoln Center @8:16pm"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation.","inform(to_stop=""*STREET"")",port authority to *STOP,"departure_time=8:16pm, direction=Lincoln Center, line=J, vehicle=subway, from_stop=Central Park",reply,port authority to Lincoln Center,
899280959,3/5/2016 17:21:30,1914457113,3/5/2016 17:20:21,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""You said you want to take the bus."",""result"":""yes""}",You said you want to take the bus.,,"inform(vehicle=""*VEHICLE"")",i would rather take the *VEHICLE,vehicle=bus,confirm,i would rather take the bus,
899280959,3/7/2016 02:06:28,1915133803,3/7/2016 02:05:48,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""you would rather take the bus"",""result"":""yes""}",you would rather take the bus,,"inform(vehicle=""*VEHICLE"")",i would rather take the *VEHICLE,vehicle=bus,confirm,i would rather take the bus,
899280959,3/7/2016 15:53:29,1915488306,3/7/2016 15:47:53,false,neodev,0.5333,23597630,GBR,I9,Norwich,81.107.74.50,"{""text"":""From where do you want to take a bus?"",""result"":""yes""}",From what station do you want to take the bus?,,"inform(vehicle=""*VEHICLE"")",i would rather take the *VEHICLE,vehicle=bus,confirm,i would rather take the bus,
899280962,3/5/2016 01:16:32,1913977281,3/5/2016 01:09:01,false,neodev,0.6519,36687139,CAN,ON,North York,99.234.213.142,"{""text"":""Yes, from City Hall."",""result"":""yes""}","Yes, from City Hall.","/// """" --- Your reply is missing the following information: City Hall /// ""Yes, you are going from City Hall."" --- Your reply contains superfluous information: Do not answer, just confirm what you heard","inform(from_stop=""*STREET"")",i want to travel from *STOP,from_stop=City Hall,confirm,i want to travel from City Hall,
899280962,3/5/2016 01:26:07,1913987955,3/5/2016 01:24:15,false,clixsense,0.5964,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes, from City Hall."",""result"":""yes""}","Yes, from City Hall.",,"inform(from_stop=""*STREET"")",i want to travel from *STOP,from_stop=City Hall,confirm,i want to travel from City Hall,
899280962,3/5/2016 05:21:35,1914133697,3/5/2016 05:16:16,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""from City Hall ?"",""result"":""yes""}",from City Hall ?,"/// """" --- Your reply is missing the following information: City Hall /// ""you are starting at City Hall ?"" --- Your reply contains superfluous information: Do not answer, just confirm what you heard /// ""you are starting at City Hall "" --- Your reply contains superfluous information: Do not answer, just confirm what you heard /// ""City Hall ?"" --- Your reply is too short. Use full, fluent sentences.","inform(from_stop=""*STREET"")",i want to travel from *STOP,from_stop=City Hall,confirm,i want to travel from City Hall,
899280963,3/4/2016 21:44:33,1913831707,3/4/2016 21:41:53,false,prodege,1.0,36249024,CAN,ON,North York,99.225.188.40,"{""text"":""You want to leave from Park Place."",""result"":""yes""}",You want to leave from Park Place.,,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,from_stop=Park Place,confirm,i'd like to go from Park Place to the,
899280963,3/4/2016 22:27:06,1913859077,3/4/2016 22:01:33,false,elite,0.3762,32363453,GBR,N7,Epsom,178.79.176.78,"{""text"":""I miss going to Park Place"",""result"":""yes""}",I miss going to Park Place,"/// ""i'm coming fram Parc Place"" --- Your reply is missing the following information: Park Place /// ""i'm coming fram Park Place"" --- not fluent /// ""i'm coming fram Park Place"" --- not fluent /// ""i'm coming fram Park Place"" --- not fluent /// ""i'm coming fram Park Place"" --- not fluent","inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,from_stop=Park Place,confirm,i'd like to go from Park Place to the,
899280963,3/4/2016 23:39:06,1913907892,3/4/2016 23:28:02,false,clixsense,0.4567,31738779,CAN,ON,Toronto,108.175.226.120,"{""text"":""You'll travel from Park Place?"",""result"":""yes""}",You'll travel from Park Place?,,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,from_stop=Park Place,confirm,i'd like to go from Park Place to the,
899280964,3/5/2016 01:19:58,1913981140,3/5/2016 01:16:33,false,neodev,0.6519,36687139,CAN,ON,North York,99.234.213.142,"{""text"":""I'm sorry, I could not find another connection from World Trade Center to Rector Street."",""result"":""yes""}","I'm sorry, I could not find another connection from World Trade Center to Rector Street.",,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")",is there any other connection from *STOP to *STOP,"*=notfound, from_stop=World Trade Center, to_stop=Rector Street, alternative=next",apologize,is there any other connection from World Trade Center to Rector Street,
899280964,3/5/2016 01:28:47,1913990835,3/5/2016 01:26:08,false,clixsense,0.5964,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""I apologize such a info not found from World Trade Center to Rector Street but there something later on."",""result"":""yes""}",I apologize such a info not found from World Trade Center to Rector Street but there something later on.,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")",is there any other connection from *STOP to *STOP,"*=notfound, from_stop=World Trade Center, to_stop=Rector Street, alternative=next",apologize,is there any other connection from World Trade Center to Rector Street,
899280964,3/5/2016 02:12:39,1914008803,3/5/2016 02:10:42,false,instagc,0.4417,34070076,USA,LA,Bossier City,173.217.45.213,"{""text"":""sorry, route not found from World Trade Center to Rector Street at next time. "",""result"":""yes""}","sorry, route not found from World Trade Center to Rector Street at next time.",,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")",is there any other connection from *STOP to *STOP,"*=notfound, from_stop=World Trade Center, to_stop=Rector Street, alternative=next",apologize,is there any other connection from World Trade Center to Rector Street,
899280965,3/7/2016 16:45:12,1915527606,3/7/2016 16:44:11,false,elite,0.5746,32799278,GBR,V2,Glasgow,81.136.58.12,"{""text"":""from which bus"",""result"":""yes""}",from which bus,,"inform(vehicle=""*VEHICLE"")",by *VEHICLE,vehicle=bus,confirm,by bus,
899280965,3/8/2016 00:28:49,1915832903,3/8/2016 00:23:27,false,instagc,0.5,31184650,USA,IA,Mason City,173.26.29.251,"{""text"":""You wish to travel by bus."",""result"":""yes""}",You wish to travel by bus.,"/// """" --- Your reply is missing the following information: bus","inform(vehicle=""*VEHICLE"")",by *VEHICLE,vehicle=bus,confirm,by bus,
899280965,3/8/2016 00:48:00,1915844500,3/8/2016 00:23:11,false,clixsense,0.4567,31738779,CAN,ON,Toronto,108.175.226.120,"{""text"":""Travelling by bus?"",""result"":""yes""}",Travelling by bus?,"/// """" --- Your reply is missing the following information: bus","inform(vehicle=""*VEHICLE"")",by *VEHICLE,vehicle=bus,confirm,by bus,
899280967,3/7/2016 02:10:29,1915136065,3/7/2016 02:09:43,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""it is 0.1 miles long"",""result"":""yes""}",it is 0.1 miles long,,request(distance),how long will the ride be,distance=0.1 miles,reply,how long will the ride be,
899280967,3/7/2016 16:39:51,1915523976,3/7/2016 16:38:55,false,elite,0.5746,32799278,GBR,V2,Glasgow,81.136.58.12,"{""text"":""it will be 0.1 miles"",""result"":""yes""}",it will be 0.1 miles,"/// ""it will be "" --- Your reply is missing the following information: 0.1 miles",request(distance),how long will the ride be,distance=0.1 miles,reply,how long will the ride be,
899280967,3/7/2016 17:17:04,1915549053,3/7/2016 17:15:36,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""it will be 0.1 miles"",""result"":""yes""}",it will be 0.1 miles,,request(distance),how long will the ride be,distance=0.1 miles,reply,how long will the ride be,
899280968,3/5/2016 17:12:42,1914454377,3/5/2016 17:11:28,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""Where are you leaving from?"",""result"":""yes""}",Where are you leaving from?,,"inform(to_stop=""*STOP"")",change the destination to *STOP,from_stop=?,request,change the destination to Houston Street,
899280968,3/5/2016 18:05:45,1914469802,3/5/2016 18:04:41,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""change from what ? "",""result"":""yes""}",change from what ?,,"inform(to_stop=""*STOP"")",change the destination to *STOP,from_stop=?,request,change the destination to Houston Street,
899280968,3/7/2016 02:03:27,1915132155,3/7/2016 02:02:12,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""where would you like to go from?"",""result"":""yes""}",where would you like to go from?,,"inform(to_stop=""*STOP"")",change the destination to *STOP,from_stop=?,request,change the destination to Houston Street,
899280969,3/5/2016 17:20:20,1914456726,3/5/2016 17:18:26,false,clixsense,0.8741,16180139,CAN,BC,Burnaby,50.67.239.72,"{""text"":""Traveling from Bowling Green to Grand Central on the 2 line subway, you will arrive at 9:18am."",""result"":""yes""}","Traveling from Bowling Green to Grand Central on the 2 line subway, you will arrive at 9:18am.","/// """" --- Your reply is missing the following information: subway, 9:18am, Bowling Green, 2, Grand Central","inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"vehicle=subway, departure_time=9:18am, from_stop=Bowling Green, line=2, direction=Grand Central",reply,yes i need a ride from Bowling Green to Grand Central,
899280969,3/5/2016 19:58:35,1914511255,3/5/2016 19:56:12,false,clixsense,0.4771,31304413,CAN,BC,Kelowna,66.183.36.177,"{""text"":""use subway line 2 at 9:18am from Bowling Green to Grand Central "",""result"":""yes""}",use subway line 2 at 9:18am from Bowling Green to Grand Central,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"vehicle=subway, departure_time=9:18am, from_stop=Bowling Green, line=2, direction=Grand Central",reply,yes i need a ride from Bowling Green to Grand Central,
899280969,3/7/2016 02:05:47,1915133425,3/7/2016 02:04:22,false,instagc,0.7778,20312760,GBR,L2,Rochdale,92.29.178.81,"{""text"":""take the 2 subway from bowling green at 9:18am to grand central"",""result"":""yes""}",take the 2 subway from bowling green at 9:18am to grand central,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"vehicle=subway, departure_time=9:18am, from_stop=Bowling Green, line=2, direction=Grand Central",reply,yes i need a ride from Bowling Green to Grand Central,
899280970,3/5/2016 01:26:38,1913988533,3/5/2016 01:23:37,false,neodev,0.6519,36687139,CAN,ON,North York,99.234.213.142,"{""text"":""From Canal Street, take the M1 bus at 10:08pm towards Grand Street."",""result"":""yes""}","From Canal Street, take the M1 bus at 10:08pm towards Grand Street.",,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"direction=Grand Street, from_stop=Canal Street, vehicle=bus, line=M1, departure_time=10:08pm",reply,i would like the bus connection from Canal Street,
899280970,3/5/2016 01:32:11,1913993300,3/5/2016 01:30:23,false,clixsense,0.5964,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes, line M1, bus going from Canal Street to Grand Street from 10:08pm."",""result"":""yes""}","Yes, line M1, bus going from Canal Street to Grand Street from 10:08pm.",,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"direction=Grand Street, from_stop=Canal Street, vehicle=bus, line=M1, departure_time=10:08pm",reply,i would like the bus connection from Canal Street,
899280970,3/5/2016 02:26:42,1914013769,3/5/2016 02:17:27,false,instagc,0.4417,34070076,USA,LA,Bossier City,173.217.45.213,"{""text"":""From Canal Street to Grand Street on M1 bus at 10:08pm."",""result"":""yes""}",From Canal Street to Grand Street on M1 bus at 10:08pm.,,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"direction=Grand Street, from_stop=Canal Street, vehicle=bus, line=M1, departure_time=10:08pm",reply,i would like the bus connection from Canal Street,
899280971,3/5/2016 00:15:29,1913932383,3/4/2016 23:50:07,false,elite,0.3762,32363453,GBR,N7,Epsom,178.79.176.78,"{""text"":""the required document could not found at columbia university"",""result"":""yes""}",the required document could not found at columbia university,"/// """" --- Your reply is missing the following information: notfound, Columbia University /// """" --- Your reply is missing the following information: notfound, Columbia University /// ""the required document could notfound at columbia university"" --- Your reply is missing the following information: notfound","inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Columbia University",apologize,i'd like to go from Columbia University to the,
899280971,3/5/2016 01:03:56,1913965666,3/5/2016 00:59:24,false,neodev,0.6519,36687139,CAN,ON,North York,99.234.213.142,"{""text"":""Sorry, I did not find where you are wanting to go from Columbia University."",""result"":""yes""}","Sorry, I did not find where you are wanting to go from Columbia University.",,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Columbia University",apologize,i'd like to go from Columbia University to the,
899280971,3/5/2016 01:21:16,1913982615,3/5/2016 01:18:51,false,clixsense,0.5964,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""I apologize, but such a route not found from Columbia University."",""result"":""yes""}","I apologize, but such a route not found from Columbia University.",,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Columbia University",apologize,i'd like to go from Columbia University to the,
899280973,3/4/2016 21:55:01,1913837075,3/4/2016 21:52:33,false,prodege,1.0,36249024,CAN,ON,North York,99.225.188.40,"{""text"":""You can take the M subway from Dyckman Street to Central Park at 6:08pm."",""result"":""yes""}",You can take the M subway from Dyckman Street to Central Park at 6:08pm.,,"inform(vehicle=""*VEHICLE"")",yes i am still here can we take the *VEHICLE ,"direction=Central Park, line=M, vehicle=subway, departure_time=6:08pm, from_stop=Dyckman Street",reply,yes i am still here can we take the subway ,
899280973,3/4/2016 23:18:29,1913892689,3/4/2016 22:54:54,false,elite,0.3762,32363453,GBR,N7,Epsom,178.79.176.78,"{""text"":""Dyckman Street from the subway and Central PArk at the end of 6:08pm, both s abd follow the line"",""result"":""yes""}","Dyckman Street from the subway and Central PArk at the end of 6:08pm, both s abd follow the line","/// ""At the end of parr Street"" --- Your reply is missing the following information: Central Park, M, subway, 6:08pm, Dyckman Street /// ""At the end of parr Street"" --- Your reply is missing the following information: Central Park, M, subway, 6:08pm, Dyckman Street","inform(vehicle=""*VEHICLE"")",yes i am still here can we take the *VEHICLE ,"direction=Central Park, line=M, vehicle=subway, departure_time=6:08pm, from_stop=Dyckman Street",reply,yes i am still here can we take the subway ,
899280973,3/4/2016 23:28:01,1913899734,3/4/2016 23:22:39,false,clixsense,0.4567,31738779,CAN,ON,Toronto,108.175.226.120,"{""text"":""Take the M subway at 6:08pm from Dyckman Street direction Central Park."",""result"":""yes""}",Take the M subway at 6:08pm from Dyckman Street direction Central Park.,,"inform(vehicle=""*VEHICLE"")",yes i am still here can we take the *VEHICLE ,"direction=Central Park, line=M, vehicle=subway, departure_time=6:08pm, from_stop=Dyckman Street",reply,yes i am still here can we take the subway ,
899280974,3/7/2016 16:43:02,1915526223,3/7/2016 16:42:07,false,elite,0.5746,32799278,GBR,V2,Glasgow,81.136.58.12,"{""text"":""it will be 6.5 miles"",""result"":""yes""}",it will be 6.5 miles,"/// ""it will be "" --- Your reply is missing the following information: 6.5 miles",request(distance),how long is it,distance=6.5 miles,reply,how long is it,
899280974,3/7/2016 19:34:58,1915621572,3/7/2016 19:34:04,false,clixsense,0.42,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""it is 6.5 miles"",""result"":""yes""}",it is 6.5 miles,"/// ""it is "" --- Your reply is missing the following information: 6.5 miles",request(distance),how long is it,distance=6.5 miles,reply,how long is it,
899280974,3/7/2016 20:51:50,1915689169,3/7/2016 20:43:10,false,superrewards,0.3333,36738817,GBR,,,31.205.138.204,"{""text"":""6.5 miles is 10.5 Kilometers."",""result"":""yes""}",6.5 miles is 10.5 Kilometers.,"/// """" --- Your reply is missing the following information: 6.5 miles /// ""3"" --- Your reply is missing the following information: 6.5 miles /// ""6.5 miles is"" --- Your reply is too short. Use full, fluent sentences.",request(distance),how long is it,distance=6.5 miles,reply,how long is it,
899280976,3/4/2016 21:52:32,1913836013,3/4/2016 21:44:33,false,prodege,1.0,36249024,CAN,ON,North York,99.225.188.40,"{""text"":""Where are you leaving from and where do you want to go at 0:30?"",""result"":""yes""}",Where are you leaving from and where do you want to go at 0:30?,"/// """" --- Your reply is missing the following information: 0:30, from_stop=?, to_stop=?","inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",is there a connection in *NUMBER an hour,"confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?",confirm-request,is there a connection in half an hour,
