Testing connection to the update server..
no i would like my destination to be penn station	no i would like my destination to be *STOP	inform(to_stop="Penn Station")&negate()	inform(to_stop="*STOP")&negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
four	*NUMBER	null()	null()
i want to go from columbia university to rector street	i want to go from *STOP to *STREET	inform(to_street="Rector St")&inform(from_stop="Columbia University")&inform(task="find_connection")	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
what about the next ride	what about the next ride	inform(alternative="next")	inform(alternative="next")
what about the connection at six o'clock in the evening i prefer to take the bus	what about the connection at *NUMBER o'clock in the *AMPM i prefer to take the *VEHICLE	inform(departure_time="6:00")&inform(ampm="evening")&inform(vehicle="bus")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
to penn station	to *STOP	inform(to_stop="Penn Station")	inform(to_stop="*STOP")
columbia university to rector street	*STOP to *STREET	inform(to_street="Rector St")&inform(from_stop="Columbia University")	inform(to_street="*STREET")&inform(from_stop="*STOP")
how bout the next ride	how bout the next ride	inform(alternative="next")	inform(alternative="next")
connection (noise)	connection (noise)	inform(task="find_connection")	inform(task="find_connection")
a six o clock bus	a *NUMBER o clock *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
i would like six o'clock bus to penn station	i would like *NUMBER o'clock *VEHICLE to *STOP	inform(to_stop="Penn Station")&inform(time="6:00")&inform(vehicle="bus")	inform(to_stop="*STOP")&inform(time="*TIME")&inform(vehicle="*VEHICLE")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
repeat	repeat	repeat()	repeat()
from the world trade center to delancey street	from the *STREET to *STREET	inform(from_street="World Trade Ctr")&inform(to_street="Delancey St")	inform(from_street="*STREET")&inform(to_street="*STREET")
yes	yes	affirm()	affirm()
world trade to delancey	world *CITY to delancey	inform(from_city="Trade")	inform(from_city="*CITY")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint)	(unint)	null()	null()
from bowery t-	from *STREET t-	inform(from_street="Bowery")	inform(from_street="*STREET")
to columbus circle	to *STREET	inform(to_street="Columbus Cir")	inform(to_street="*STREET")
what time will i be at my destination	what time will i be at my destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
an alternative at six p m by bus	an alternative at *NUMBER *AMPM by *VEHICLE	inform(time="6:00")&inform(ampm="pm")&inform(vehicle="bus")	inform(time="*TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")
six p m in the evening from bowery to penn station by bus	*NUMBER *AMPM in the *AMPM from *STREET to *STOP by *VEHICLE	inform(from_street="Bowery")&inform(to_stop="Penn Station")&inform(time="6:00")&inform(ampm="pm")&inform(ampm="evening")&inform(vehicle="bus")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(time="*TIME")&inform(ampm="*AMPM")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")
bowery	*STREET	inform(street="Bowery")	inform(street="*STREET")
no bowery	no *STREET	inform(street="Bowery")&negate()	inform(street="*STREET")&negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
three	*NUMBER	null()	null()
yes i would like to leave delancey street and travel to roosevelt island	yes i would like to leave *STREET and travel to *STOP	inform(from_street="Delancey St")&inform(to_stop="Roosevelt Island")&affirm()	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
i tell you what i want to get to bleecker street	i tell you what i want to get to *STREET	inform(to_street="Bleecker St")&inform(city="Tell")&inform(task="find_connection")	inform(to_street="*STREET")&inform(city="*CITY")&inform(task="find_connection")
yes	yes	affirm()	affirm()
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
new york	*CITY	inform(city="New York")	inform(city="*CITY")
delancey street new york	*STREET *CITY	inform(street="Delancey St")&inform(city="New York")	inform(street="*STREET")&inform(city="*CITY")
i want to go to bleecker street	i want to go to *STREET	inform(to_street="Bleecker St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
i would like to go to bleecker street	i would like to go to *STREET	inform(to_street="Bleecker St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
yes be at the bus	yes be at the *VEHICLE	inform(vehicle="bus")&affirm()	inform(vehicle="*VEHICLE")&affirm()
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey	delancey	null()	null()
street	street	null()	null()
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
bye	bye	bye()	bye()
yes i am leaving from columbus circle and i would like to get to times square	yes i am leaving from *STREET and i would like to get to *STREET	inform(from_street="Columbus Cir")&inform(to_street="Times Sq")&affirm()&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()&inform(task="find_connection")
how long will it take me to get there	how long will it take me to get there	request(duration)	request(duration)
kay	kay	null()	null()
okay (hum) what if i change my departure time	okay (hum) what if i change my departure time	ack()	ack()
um i would like	um i would like	null()	null()
ok what if i leave at around six p m	ok what if i leave at around *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")&ack()	inform(time="*TIME")&inform(ampm="*AMPM")&ack()
p m	*AMPM	inform(ampm="pm")	inform(ampm="*AMPM")
i would like to leave or depart at six p m	i would like to leave or depart at *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
no	no	negate()	negate()
i'd like to leave at six p m	i'd like to leave at *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
yes thank you	yes thank you	affirm()&thankyou()	affirm()&thankyou()
(hum) what if i want to go instead to roosevelt island	(hum) what if i want to go instead to *STOP	inform(to_stop="Roosevelt Island")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
columbus circle	*STREET	inform(street="Columbus Cir")	inform(street="*STREET")
columbus circle	*STREET	inform(street="Columbus Cir")	inform(street="*STREET")
columbus circle	*STREET	inform(street="Columbus Cir")	inform(street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
goodbye	goodbye	bye()	bye()
yes i am travelling from east broadway to delancey street	yes i am travelling from *STREET to *STREET	inform(from_street="E Broadway")&inform(to_street="Delancey St")&affirm()	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
i would like to see if you have a route for me to take	i would like to see if you have a route for me to take	null()	null()
i'm going to delancey street	i'm going to *STREET	inform(to_street="Delancey St")	inform(to_street="*STREET")
zero east broadway	*NUMBER *STREET	inform(street="E Broadway")	inform(street="*STREET")
east broadway	*STREET	inform(street="E Broadway")	inform(street="*STREET")
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
hey what if i am going to bryant park	hey what if i am going to *STREET	inform(to_street="Bryant Park")&hello()	inform(to_street="*STREET")&hello()
ok how long would the trip be	ok how long would the trip be	ack()&request(duration)&request(distance)	ack()&request(duration)&request(distance)
i would like to go from east broadway	i would like to go from *STREET	inform(from_street="E Broadway")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
what about from east broadway to delancey street	what about from *STREET to *STREET	inform(from_street="E Broadway")&inform(to_street="Delancey St")	inform(from_street="*STREET")&inform(to_street="*STREET")
i would like to go from east broadway to delancey street	i would like to go from *STREET to *STREET	inform(from_street="E Broadway")&inform(to_street="Delancey St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes i would like to travel from union square and go to lincoln center	yes i would like to travel from *STREET and go to *STOP	inform(from_street="Union Sq")&inform(to_stop="Lincoln Center")&affirm()	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
how long will it take me to get there	how long will it take me to get there	request(duration)	request(duration)
okay (hum) what if i'd rather ride the bus	okay (hum) what if i'd rather ride the *VEHICLE	inform(vehicle="bus")&ack()	inform(vehicle="*VEHICLE")&ack()
none	none	null()	null()
okay i'd like to take the bus	okay i'd like to take the *VEHICLE	inform(vehicle="bus")&ack()	inform(vehicle="*VEHICLE")&ack()
hello	hello	hello()	hello()
okay (breath)	okay (breath)	ack()	ack()
instead of going to lincoln center i'd like to g-	instead of going to *STOP i'd like to g-	inform(to_stop="Lincoln Center")	inform(to_stop="*STOP")
(hum) no i would like to go to times square	(hum) no i would like to go to *STREET	inform(to_street="Times Sq")&negate()&inform(task="find_connection")	inform(to_street="*STREET")&negate()&inform(task="find_connection")
ok thank you goodbye	ok thank you goodbye	bye()&thankyou()&ack()	bye()&thankyou()&ack()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes i'd like to travel from union square to times square	yes i'd like to travel from *STREET to *STREET	inform(from_street="Union Sq")&inform(to_street="Times Sq")&affirm()	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
no	no	negate()	negate()
yes i woul-	yes i woul-	affirm()	affirm()
i need to get from delancey street to prince street	i need to get from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
i need to go from delancey street to prince street	i need to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
no	no	negate()	negate()
no	no	negate()	negate()
how long will it take to go from delancey street to prince street	how long will it take to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")&request(duration)	inform(from_street="*STREET")&inform(to_street="*STREET")&request(duration)
i would like to go from delancey street to prince street	i would like to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Prince St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
i need information about a six o'clock ride but	i need information about a *NUMBER o'clock ride but	inform(time="6:00")	inform(time="*TIME")
by bus	by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
no	no	negate()	negate()
i need to go from delancey street to dyckman street	i need to go from *STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="Dyckman St")	inform(from_street="*STREET")&inform(to_street="*STREET")
i need to go from essex street to prince street	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
what time will i get there	what time will i get there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i need to leave at six in the evening	i need to leave at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
i need to go from essex street to prince street	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="Prince St")	inform(from_street="*STREET")&inform(to_street="*STREET")
no prince street	no *STREET	inform(street="Prince St")&negate()	inform(street="*STREET")&negate()
no	no	negate()	negate()
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
how long will it take	how long will it take	request(duration)	request(duration)
what time will i be there	what time will i be there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i need to leave at six in the evening	i need to leave at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
no	no	negate()	negate()
i need a connection by bus	i need a connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
i need to go from essex street to east broadway	i need to go from *STREET to *STREET	inform(from_street="Essex St")&inform(to_street="E Broadway")	inform(from_street="*STREET")&inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'm travelling from houston street to essex street	i'm travelling from *STREET to *STREET	inform(from_street="Houston St")&inform(to_street="Essex St")	inform(from_street="*STREET")&inform(to_street="*STREET")
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what time will i get to essex street	what time will i get to *STREET	inform(to_street="Essex St")&request(arrival_time)	inform(to_street="*STREET")&request(arrival_time="*ARRIVAL_TIME")
i want to leave at ten a m	i want to leave at *NUMBER *AMPM	inform(departure_time="10:00")&inform(ampm="am")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
yes	yes	affirm()	affirm()
i want to go to penn station instead	i want to go to *STOP instead	inform(to_stop="Penn Station")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to go from astor place to wall street	i need to go from *STREET to *STREET	inform(from_street="Astor Pl")&inform(to_street="Wall St")	inform(from_street="*STREET")&inform(to_street="*STREET")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what's my arrival time	what's my arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
what is my arrival time	what is my arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i want to leave at ten a m	i want to leave at *NUMBER *AMPM	inform(departure_time="10:00")&inform(ampm="am")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
i want to go at six p m by bus	i want to go at *NUMBER *AMPM by *VEHICLE	inform(departure_time="6:00")&inform(ampm="pm")&inform(vehicle="bus")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
no six p m	no *NUMBER *AMPM	deny(time="6:00")&inform(ampm="pm")&negate()	deny(time="*TIME")&inform(ampm="*AMPM")&negate()
six	*NUMBER	null()	null()
six p m	*NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need a pub- public transit leaving from columbia university	i need a pub- public transit leaving from *STOP	inform(from_stop="Columbia University")	inform(from_stop="*STOP")
cathedral parkway	*STREET	inform(street="Cathedral Pkwy")	inform(street="*STREET")
how long will it take to get there on the bus	how long will it take to get there on the *VEHICLE	inform(vehicle="bus")&request(duration)	inform(vehicle="*VEHICLE")&request(duration)
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
what about	what about	null()	null()
(unint) for six p m	(unint) for *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
i'm changing go to grand central	i'm changing go to *STOP	inform(to_stop="Grand Central")	inform(to_stop="*STOP")
i wanna depart from co- columbia university	i wanna depart from co- *STOP	confirm(from_stop="Columbia University")	confirm(from_stop="*STOP")
i want to go depart from columbia university to grand central	i want to go depart from *STOP to *STOP	confirm(from_stop="Columbia University")&inform(to_stop="Grand Central")&inform(task="find_connection")	confirm(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i am departing from chambers street and want to get to franklin street	i am departing from *STREET and want to get to *STREET	inform(from_street="Chambers St")&inform(to_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
about how long will that trip take	about how long will that trip take	request(duration)	request(duration)
is there an alternative at six in the evening	is there an alternative at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
i would prefer to go by bus	i would prefer to go by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to know how to get from washington square to park place	i want to know how to get from *STOP to *STREET	inform(to_street="Park Pl")&inform(from_stop="Washington Square")	inform(to_street="*STREET")&inform(from_stop="*STOP")
what about washington square to bryant park	what about *STOP to *STREET	inform(to_street="Bryant Park")&inform(from_stop="Washington Square")	inform(to_street="*STREET")&inform(from_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'd like to go for a trip from central park to broad street	i'd like to go for a trip from *STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")&inform(task="find_connection")	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
what about cortlandt street	what about *STREET	inform(street="Cortlandt St")	inform(street="*STREET")
when will i reach my destination in central park	when will i reach my destination in *STOP	inform(to_stop="Central Park")&request(arrival_time)	inform(to_stop="*STOP")&request(arrival_time="*ARRIVAL_TIME")
can i go from central park from broad street in new york	can i go from *STOP from *STREET in *CITY	inform(from_street="Broad St")&inform(from_stop="Central Park")&inform(from_city="New York")	inform(from_street="*STREET")&inform(from_stop="*STOP")&inform(from_city="*CITY")
no	no	negate()	negate()
central park	*STOP	inform(stop="Central Park")	inform(stop="*STOP")
central park	*STOP	inform(stop="Central Park")	inform(stop="*STOP")
central park to broad street	*STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
hello	hello	hello()	hello()
central park to broad street	*STOP to *STREET	inform(to_street="Broad St")&inform(from_stop="Central Park")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to travel from astor place to marble hill	i want to travel from *STREET to *STOP	inform(from_street="Astor Pl")&inform(to_stop="Marble Hill")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how much time is needed and what is the arrival time	how much time is needed and what is the arrival time	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
how much time is needed	how much time is needed	request(duration)	request(duration)
how much time does that take	how much time does that take	request(duration)	request(duration)
how long is the trip	how long is the trip	request(duration)&request(distance)	request(duration)&request(distance)
what is the arrival time	what is the arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
what is the arrival time	what is the arrival time	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
when will i arrive	when will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there another option	is there another option	inform(alternative="next")	inform(alternative="next")
my destination is fulton street	my destination is *STREET	inform(to_street="Fulton St")	inform(to_street="*STREET")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to go from lincoln center to bowling green	i want to go from *STOP to *STOP	inform(from_stop="Lincoln Center")&inform(to_stop="Bowling Green")&inform(task="find_connection")	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
it	it	null()	null()
how long does that take (noise)	how long does that take (noise)	request(duration)	request(duration)
what time will i reach the destination	what time will i reach the destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there a schedule after that	is there a schedule after that	inform(task="find_connection")	inform(task="find_connection")
is there a connection at six o'clock p m	is there a connection at *NUMBER o'clock *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
change the destination to rector street	change the destination to *STREET	inform(to_street="Rector St")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to search for a route leaving from bryant park to (unint)	i would like to search for a route leaving from *STREET to (unint)	inform(from_street="Bryant Park")	inform(from_street="*STREET")
(unint)	(unint)	null()	null()
how long will it take	how long will it take	request(duration)	request(duration)
how long will it take to get to the destination	how long will it take to get to the destination	request(duration)	request(duration)
how long will it take to get to the destination	how long will it take to get to the destination	request(duration)	request(duration)
i would like (hum) a six p m	i would like (hum) a *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
hi	hi	hello()	hello()
rockefeller center	*STOP	inform(stop="Rockefeller Center")	inform(stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'd like to depart from main street	i'd like to depart from *STREET	confirm(from_street="Main St")	confirm(from_street="*STREET")
no i would like to go to lincoln center	no i would like to go to *STOP	inform(to_stop="Lincoln Center")&negate()&inform(task="find_connection")	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
is there a connection by bus	is there a connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
to times square	to *STREET	inform(to_street="Times Sq")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to go to rector street	i would like to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
how long will it take	how long will it take	request(duration)	request(duration)
is there	is there	null()	null()
option at a later time	option at a later time	inform(alternative="next")	inform(alternative="next")
no	no	negate()	negate()
is there a later option	is there a later option	inform(alternative="next")	inform(alternative="next")
i want to go from franklin street	i want to go from *STREET	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
i want to go to rector street	i want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
i want to go to rector street	i want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
no i want to go to rector street	no i want to go to *STREET	inform(to_street="Rector St")&negate()&inform(task="find_connection")	inform(to_street="*STREET")&negate()&inform(task="find_connection")
no i	no i	negate()	negate()
want to go to rector street	want to go to *STREET	inform(to_street="Rector St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
no i want to go to rector street	no i want to go to *STREET	inform(to_street="Rector St")&negate()&inform(task="find_connection")	inform(to_street="*STREET")&negate()&inform(task="find_connection")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
is there a schedule at six p m	is there a schedule at *NUMBER *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
no is there a schedule at six p m	no is there a schedule at *NUMBER *AMPM	deny(time="6:00")&inform(ampm="pm")&inform(task="find_connection")&negate()	deny(time="*TIME")&inform(ampm="*AMPM")&inform(task="find_connection")&negate()
i want to go by bus	i want to go by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
no i want to go to inwood	no i want to go to *STOP	inform(to_stop="Inwood")&negate()&inform(task="find_connection")	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes dyckman street to bowling green	yes *STREET to *STOP	inform(from_street="Dyckman St")&inform(to_stop="Bowling Green")&affirm()	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
no	no	negate()	negate()
dyckman street going to bowling green	*STREET going to *STOP	inform(from_street="Dyckman St")&inform(to_stop="Bowling Green")	inform(from_street="*STREET")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
no bowling green	no *STOP	inform(stop="Bowling Green")&negate()	inform(stop="*STOP")&negate()
when will i get there	when will i get there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
how long will it take	how long will it take	request(duration)	request(duration)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes transit itinerary from wall street to herald square	yes transit itinerary from *STREET to *STREET	inform(from_street="Wall St")&inform(to_street="Herald Sq")&inform(task="find_connection")&affirm()	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")&affirm()
yes	yes	affirm()	affirm()
no	no	negate()	negate()
wall street	*STREET	inform(street="Wall St")	inform(street="*STREET")
wall street	*STREET	inform(street="Wall St")	inform(street="*STREET")
i need a bus connection	i need a *VEHICLE connection	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
ok i want to go to chambers street	ok i want to go to *STREET	inform(to_street="Chambers St")&ack()&inform(task="find_connection")	inform(to_street="*STREET")&ack()&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
hi	hi	hello()	hello()
transit itinerary from wall street to herald square	transit itinerary from *STREET to *STREET	inform(from_street="Wall St")&inform(to_street="Herald Sq")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how long will it take	how long will it take	request(duration)	request(duration)
i need a bus connection	i need a *VEHICLE connection	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
i want to go to chambers street	i want to go to *STREET	inform(to_street="Chambers St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint) penn station to marble hill	(unint) *STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
penn station to marble hill	*STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
from penn station to marble hill	from *STOP to *STOP	inform(from_stop="Penn Station")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to go from houston street to washington square	i want to go from *STREET to *STOP	inform(from_street="Houston St")&inform(to_stop="Washington Square")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how long will it take and what time will i get to the destination	how long will it take and what time will i get to the destination	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
i want to go from houston street to washington square	i want to go from *STREET to *STOP	inform(from_street="Houston St")&inform(to_stop="Washington Square")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
houston street is not in brooklyn you idiot it's i-	*STREET is not in *BOROUGH you idiot it's i-	inform(to_street="Houston St")&deny(in_borough="Brooklyn")&negate()	inform(to_street="*STREET")&deny(in_borough="*BOROUGH")&negate()
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
